,img_url,description
719,/us/en/images/products/fornyad-led-work-lamp-w-wireless-charging-blue__0710939_PE727856_S4.JPG,"You can easily charge your smartphone wirelessly. If your phone supports wireless charging, place it on the builtin charger. Provides a directed light that is great for reading. Adjustable head makes it easy to direct the light. The LED light source consumes up to 85% less energy and lasts 20 times longer than incandescent bulbs."
720,/us/en/images/products/fornyad-piece-dinnerware-set-white__0670473_PE715524_S4.JPG,
721,/us/en/images/products/fornyad-backpack__0710911_PE727843_S4.JPG,"Made of canvas – a durable fabric material that’s ideal for a fastpaced weekday. The backpack is padded in the back to make wearing it more comfortable. The adjustable and padded shoulder straps keep the backpack firmly in place and make it feel comfortable to wear. This backpack has a handy outer compartment so that it’s easy to keep your keys, cell phone, or anything else you need close at hand."
722,/us/en/images/products/fornyad-fabric-patches-set-of-__0710917_PE727842_S4.JPG,"Create your own personal designs by sewing the decorative patches on your cushions, throws or handbags."
723,/us/en/images/products/fornyad-soft-toy-black__0710988_PE727870_S4.JPG,"All soft toys are good at hugging, comforting and listening and are fond of play and mischief. In addition, they are reliable and tested for safety."
724,/us/en/images/products/fornyad-tablet-case-blue__0710942_PE727853_S4.JPG,Made of canvas – a durable fabric material that’s ideal for a fastpaced weekday. The contents are protected from bumps and knocks thanks to the soft inner padding. Tab on zipper for easy opening and closing.
725,/us/en/images/products/fornyad-case-blue__0710919_PE727839_S4.JPG,"Made of canvas – a durable fabric material that’s ideal for a fastpaced weekday. The contents are protected from bumps and knocks thanks to the soft inner padding. Tab on zipper for easy opening and closing. Perfect for small things, like keys and mobile phones."
726,/us/en/images/products/fornyad-pencil-case-blue__0710986_PE727868_S4.JPG,"Made of canvas – a durable fabric material that’s ideal for a fastpaced weekday. Helps you keep your pens, rulers and other small things organized. Tab on zipper for easy opening and closing."
727,/us/en/images/products/fornyad-pencil-white__0710989_PE727871_S4.JPG,
728,/us/en/images/products/fornyad-notebook-blue__0710934_PE727851_S4.JPG,The playful look is inspired by Darcel – a cartoon figure that personally describes life in New York.
729,/us/en/images/products/fornyad-piece-desk-set-blue__0670474_PE715523_S4.JPG,"Helps you to keep your desk clear from small things like pens, rulers, mobile phone and USBs."
730,/us/en/images/products/fornyad-table-blue__0716434_PE730895_S4.JPG,"Table top covered with melamine, which gives a durable, easy to clean finish."
731,/us/en/images/products/fornyad-box-set-of-blue__0670471_PE715522_S4.JPG,"The playful look is inspired by Darcel – a cartoon figure that personally describes life in New York. Each box file is ideal for storing paper, photographs and other small things. The large box is adapted for storing paper (A4 size and American letterhead size 8½x11""). Protects your things from dust."
732,/us/en/images/products/fornyad-roll-of-tape-set-of-__0710987_PE727869_S4.JPG,
733,/us/en/images/products/framkalla-bowl__0640814_PE700074_S4.JPG,"With its vibrant colors and patterns, FRAMKALLA dinnerware helps you add a personal touch when setting the table."
734,/us/en/images/products/framkalla-glass__0640863_PE700112_S4.JPG,
735,/us/en/images/products/framkalla-mug__0642558_PE701250_S4.JPG,The drainage gates on the underside transport water away that may otherwise accumulate when the mug is upside down in the dishwasher.
736,/us/en/images/products/framkalla-paper-napkin-assorted-colors__0641608_PE700505_S4.JPG,The napkin is highly absorbent because it’s made of threeply paper.
737,/us/en/images/products/framkalla-place-mat__0641697_PE700605_S4.JPG,Protects the table top surface and reduces noise from glasses and mugs.
738,/us/en/images/products/framkalla-plate__0640817_PE700076_S4.JPG,"With its vibrant colors and patterns, FRAMKALLA dinnerware helps you add a personal touch when setting the table."
739,/us/en/images/products/framkalla-side-plate__0640820_PE700078_S4.JPG,"With its vibrant colors and patterns, FRAMKALLA dinnerware helps you add a personal touch when setting the table."
740,/us/en/images/products/framkalla-tray__0641632_PE700527_S4.JPG,
741,/us/en/images/products/friskhet-scented-candle-in-glass-beige__0554542_PE659801_S4.JPG,"A seainspired scent with hints of jasmine, bergamot and ylangylang. When the candle has burned itself out the cup can be used as a tealight holder. The candle is packaged in a decorative box, perfect to give as a present."
742,/us/en/images/products/friskhet-scented-candle-in-glass-white__0554593_PE659804_S4.JPG,"A crisp scent of jasmine and sandalwood. When the candle has burned itself out the cup can be used as a tealight holder. The candle is packaged in a decorative box, perfect to give as a present."
743,/us/en/images/products/friskhet-scented-candle-in-glass-white__0554593_PE659804_S4.JPG,"A crisp scent of jasmine and sandalwood. When the candle has burned itself out the cup can be used as a tealight holder. The candle is packaged in a decorative box, perfect to give as a present."
744,/us/en/images/products/friskhet-scented-candle-in-glass-beige__0554542_PE659801_S4.JPG,"A seainspired scent with hints of jasmine, bergamot and ylangylang. When the candle has burned itself out the cup can be used as a tealight holder. The candle is packaged in a decorative box, perfect to give as a present."
745,/us/en/images/products/friskhet-scented-candle-in-glass-gray__0554590_PE659803_S4.JPG,"Refreshing and warm at the same time – a scent of sandalwood and cedar with hints of vanilla. When the candle has burned itself out the cup can be used as a tealight holder. The candle is packaged in a decorative box, perfect to give as a present."
746,/us/en/images/products/friskhet-scented-candle-in-glass-blue__0554587_PE659802_S4.JPG,"A crisp and refreshing marine scent with grapefruit, amber and cedar. When the candle has burned itself out the cup can be used as a tealight holder. The candle is packaged in a decorative box, perfect to give as a present."
747,/us/en/images/products/friskhet-scented-candle-in-glass-blue__0554587_PE659802_S4.JPG,"A crisp and refreshing marine scent with grapefruit, amber and cedar. When the candle has burned itself out the cup can be used as a tealight holder. The candle is packaged in a decorative box, perfect to give as a present."
748,/us/en/images/products/friskhet-scented-candle-in-glass-gray__0554590_PE659803_S4.JPG,"Refreshing and warm at the same time – a scent of sandalwood and cedar with hints of vanilla. When the candle has burned itself out the cup can be used as a tealight holder. The candle is packaged in a decorative box, perfect to give as a present."
749,/us/en/images/products/fubbla-led-ceiling-lamp-white__0607732_PE683161_S4.JPG,Gives a good general light. Tested and approved for children.
750,/us/en/images/products/fubbla-led-wall-lamp-turquoise__0607992_PE683402_S4.JPG,This lamp is playfully simple to dim. Perfect for reading stories or creating cozy lighting. Tested and approved for children.
751,/us/en/images/products/fubbla-led-wall-lamp-white__0607991_PE683401_S4.JPG,This lamp is playfully simple to dim. Perfect for reading stories or creating cozy lighting. Tested and approved for children.
752,/us/en/images/products/fubbla-led-work-lamp-turquoise__0605360_PE681734_S4.JPG,"Perfect lighting for doing crafts, drawing or building since you can direct the light where you like. Tested and approved for children."
