,Unnamed: 0,img_url,description
1533,1533,/us/en/images/products/kvarnvik-storage-box-with-lid-blue__0713122_PE729242_S4.JPG,"You can decide which side of the box you want to place the handle with label holder on. The box fits the HEMNES storage series and other furniture/storage furniture with shelves which are at least 10"" deep. A good size for everything from papers and collectables to shoes and clothes."
74,74,/us/en/images/products/applaro-stool-outdoor__0728395_PE736229_S4.JPG,"Easy to fold up and put away. For added durability and so you can enjoy the natural expression of the wood, the furniture has been pretreated with several layers of semitransparent wood stain."
2514,2514,/us/en/images/products/skurar-hanging-planter-white__0487023_PE622375_S4.JPG,Use the plant pot hanger to save floor space and create inspiring vertical horticulture.
2800,2800,/us/en/images/products/sill-senap-marinated-herring-w-mustard-sauce__0443183_PE594198_S4.JPG,"This seafood has met the MSC's global standard for sustainability. Enjoy herring on crispbread as a meal between meals, with potatoes and boiled eggs as a light lunch or as a buffet ingredient."
828,828,/us/en/images/products/godmorgon-rattviken-bathroom-furniture-set-of-gray__0730922_PE737852_S4.JPG,"Great value for money and guaranteed to outlast at least 10 years of everyday use. Read about the terms in the guarantee brochure. The oval sink with raised edges reminds of turn of the century design. The panel drawer fronts and framed mirror cabinet enhance the traditional expression. The drawers are protected from water damage thanks to a smart production technique. Foil is wrapped vertically around the particleboard so there are no unprotected edges where water can penetrate. The smoothrunning drawers with pullout stop, open all the way for a good overview without falling out. You can sense the calm every time you close the drawers thanks to the softclosing mechanism. No worries about fingers getting trapped. The deep bottom drawer has space for larger things like towels and hairdryer. The top drawer is suitable for smaller items like brushes, creams, sprays and accessories. You can make good use of the space inside the drawers thanks to the smart design of the water trap that leads the piping into the far back of the cabinet. The simple construction makes the drawers easy to assemble. You save water and energy every time you lift the lever of the faucet thanks to the aerator device that prevents unnecessary use of water. The mirror cabinet makes good use of your wall space, putting things you use often within easy reach. The mirrors have a safety film to prevent glass shattering and causing damage."
2374,2374,/us/en/images/products/sinnlig-scented-tealight-red__0499413_PE630322_S4.JPG,"Ripe scent of sweet red berries with a slight hint of flowers. The candle has the same beautiful color and pleasant scent during its entire burn time, beacause it is colored and scented through."
2035,2035,/us/en/images/products/overallt-blanket-multicolor__0659483_PE710722_S4.JPG,A colorful blanket of durable cotton with rounded corners and a modern African pattern. Of course it is also soft and nice against your skin. You can quickly give your living room a new look using the different colors on the two sides of the blanket.
367,367,/us/en/images/products/martin-chair-frame-black__0728162_PE736123_S4.JPG,The selfadjusting plastic feet adds stability to the chair.
521,521,/us/en/images/products/eket-storage-combination-with-legs-gray__0665988_PE713362_S4.JPG,The door has an integrated pushopener so you can open it with just a light push. A movable shelf makes it easy to adapt the space to your storage needs. Adjustable feet make it possible to compensate any irregularities in the floor.
420,420,/us/en/images/products/dokument-pencil-cup-gray__0711381_PE728173_S4.JPG,Rubber feet underneath protect the surface below from scratches and make the pen holder stand steady.
529,529,/us/en/images/products/eket-wall-mounted-shelving-unit-white__0472923_PE614323_S4.JPG,"With wallmounted EKET, you make the most of the wall area, while freeing up space on the floor. A simple unit can be enough storage for a limited space or the foundation for a larger storage solution if your needs change. Assembly is quick and easy, thanks to the wedge dowel that clicks into the predrilled holes."
1409,1409,/us/en/images/products/kivik-seat-sofa-gray__0249491_PE387762_S4.JPG,"KIVIK is a generous seating series with a soft, deep seat and comfortable support for your back. Seat cushions have a layer of memory foam that softly follows the contours of your body and gives comfortable support where needed. The cover is easy to keep clean as it is removable and can be machine washed. The durable cotton and polyester cover is yarn dyed to create an attractive twotone effect. Extra covers to alternate with mean it's easy to give both your sofa and room a new look. 10year limited warrranty. Read about the terms in the limited warranty brochure."
251,251,/us/en/images/products/brogrund-toilet-roll-holder__0711711_PE728402_S4.JPG,"No visible screws, as the hardware is concealed. Made from stainless steel that is durable and easy to clean."
540,540,/us/en/images/products/eket-wall-mounted-cabinet-combination-gray__0478724_PE617751_S4.JPG,"Hide or display your things by combining open and closed storage. The drawers have integrated pushopeners, so you don’t need knobs or handles and can open the drawer with just a light push. With wallmounted EKET, you make the most of the wall area, while freeing up space on the floor."
1970,1970,/us/en/images/products/nymane-wall-lamp-with-swing-arm-white__0556038_PE660479_S4.JPG,"As the light can be dimmed, you are able to choose lighting suitable for every occasion. Provides a directed light that is great for reading. You can easily direct the light where you want it because the lamp arm and head are adjustable. Helps lower your electric bill because dimming the lights saves energy."
2310,2310,/us/en/images/products/sanglarka-duvet-cover-and-pillowcase-s-blue__0656618_PE709435_S4.JPG,"Tested and contains no substances, phthalates or chemicals that can harm your child's skin or health. The fabric is tightlywoven, which makes the bedding extra durable. Easy to keep clean; machine wash hot (140°F)."
2244,2244,/us/en/images/products/rimforsa-rail__0712546_PE728902_S4.JPG,You can free up space on your countertop by hanging accessories on the rail.
